"","TaxonName","CommonName","FleetGearName","bycatch","destruction","TaxonKey","FunctionalGroupDescription","fish_type"
"990","Ruditapes philippinarum","Japanese carpet shell","Other","low","non-destructive",690196,"Other demersal invertebrates","demersal"
"991","Scomber australasicus","Blue mackerel","Seine","high","non-destructive",600116,"Medium pelagics (30 - 89 cm)","pelagic"
"992","Trachinotus carolinus","Florida pompano","Gillnet","high","non-destructive",600380,"Medium benthopelagics (30 - 89 cm)","pelagic"
"993","Ilisha africana","West African ilisha","Gillnet","high","non-destructive",601625,"Medium pelagics (30 - 89 cm)","pelagic"
"994","Sardinella brasiliensis","Brazilian sardinella","Other","low","non-destructive",601505,"Small pelagics (<30 cm)","pelagic"
"995","Anoplopoma fimbria","Sablefish","Lines Non-tuna","low","non-destructive",600512,"Large bathydemersals (>=90 cm)","demersal"
"996","Mulloidichthys flavolineatus","Yellowstripe goatfish","Trap","high","non-destructive",605983,"Medium reef assoc. fish (30 - 89 cm)","demersal"
"997","Panopea abrupta","Pacific geoduck","Other","low","non-destructive",690284,"Other demersal invertebrates","demersal"
"998","Pogonias cromis","Black drum","Gillnet","high","non-destructive",600425,"Large demersals (>=90 cm)","demersal"
"999","Marine fishes not identified","Marine fishes","Seine","high","non-destructive",100039,"Medium demersals (30 - 89 cm)","demersal"
"1000","Veneridae","Venus clams","Other","low","non-destructive",490060,"Other demersal invertebrates","demersal"
"1001","Sparus aurata","Gilthead seabream","Gillnet","high","non-destructive",601164,"Medium demersals (30 - 89 cm)","demersal"
"1002","Carcharhinus longimanus","Oceanic whitetip shark","Longline Non-tuna","high","non-destructive",600875,"Large sharks (>=90 cm)","pelagic"
"1003","Semele solida","Chilean semele","Other","low","non-destructive",690677,"Other demersal invertebrates","demersal"
"1004","Mustelus schmitti","Narrownose smooth-hound","Lines Non-tuna","low","non-destructive",605937,"Small to medium sharks (<90 cm)","pelagic"
"1005","Pagrus","Seabreams (Pagrus spp)","Lines Non-tuna","low","non-destructive",500903,"Medium benthopelagics (30 - 89 cm)","pelagic"
"1006","Limanda aspera","Yellowfin sole","Gillnet","high","non-destructive",600520,"Small to medium flatfishes (<90 cm)","demersal"
"1007","Zoarces viviparus","Viviparous blenny","Other","low","non-destructive",600479,"Medium demersals (30 - 89 cm)","demersal"
"1008","Hemiramphus","Halfbeaks","Purse seine Non-tuna","low","non-destructive",509289,"Medium pelagics (30 - 89 cm)","pelagic"
"1009","Ommastrephidae","Arrow squids","Trawl","high","destructive",490004,"Cephalopods","demersal"
"1010","Leiostomus xanthurus","Spot croaker","Lines Non-tuna","low","non-destructive",600429,"Medium demersals (30 - 89 cm)","demersal"
"1011","Pentanemus quinquarius","Royal threadfin","Trawl","high","destructive",600342,"Small demersals (<30 cm)","demersal"
"1012","Cheilodactylus variegatus","Peruvian morwong","Trawl midwater","high","non-destructive",600461,"Medium benthopelagics (30 - 89 cm)","pelagic"
"1013","Lutjanus campechanus","Northern red snapper","Gillnet","high","non-destructive",601423,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1014","Gerreidae","Mojarras","Gillnet","high","non-destructive",400326,"Small benthopelagics (<30 cm)","pelagic"
"1015","Atrobucca nibe","Longfin kob","Trawl midwater","high","non-destructive",600941,"Medium demersals (30 - 89 cm)","pelagic"
"1016","Tetrapturus audax","Striped marlin","LonglineTuna","high","non-destructive",NA,NA,"pelagic"
"1017","Brevoortia aurea","Brazilian menhaden","Purse seine Non-tuna","low","non-destructive",601587,"Small pelagics (<30 cm)","pelagic"
"1018","Sparus aurata","Gilthead seabream","Trawl midwater","high","non-destructive",601164,"Medium demersals (30 - 89 cm)","pelagic"
"1019","Shrimps prawns","Natantian decapods","Trap","high","non-destructive",NA,NA,"demersal"
"1020","Acanthuridae","Surgeonfishes tangs unicornfishes","Gillnet","high","non-destructive",400412,"Small reef assoc. fish (<30 cm)","pelagic"
"1021","Anguilliformes","Eels and morays","Seine","high","non-destructive",300026,"Large demersals (>=90 cm)","demersal"
"1022","Sarda orientalis","Striped bonito","LonglineTuna","high","non-destructive",600114,"Large pelagics (>=90 cm)","pelagic"
"1023","Lutjanus argentiventris","Yellow snapper","Lines Non-tuna","low","non-destructive",601408,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1024","Latridae","Trumpeters","Lines Non-tuna","low","non-destructive",400356,"Medium demersals (30 - 89 cm)","demersal"
"1025","Pseudopentaceros richardsoni","Pelagic armorhead","Trawl","high","destructive",603611,"Medium pelagics (30 - 89 cm)","demersal"
"1026","Konosirus punctatus","Konoshiro gizzard shad","Gillnet","high","non-destructive",601609,"Small pelagics (<30 cm)","pelagic"
"1027","Cetengraulis mysticetus","Pacific anchoveta","Seine","high","non-destructive",600548,"Small pelagics (<30 cm)","pelagic"
"1028","Micropogonias furnieri","Whitemouth croaker","Trawl","high","destructive",607620,"Medium demersals (30 - 89 cm)","demersal"
"1029","Lophius vomerinus","Cape monk","Trawl","high","destructive",610256,"Medium demersals (30 - 89 cm)","demersal"
"1030","Pseudotolithus elongatus","Bobo croaker","Trawl","high","destructive",600433,"Medium demersals (30 - 89 cm)","demersal"
"1031","Latridae","Trumpeters","Trawl midwater","high","non-destructive",400356,"Medium demersals (30 - 89 cm)","pelagic"
"1032","Scorpaena","Scorpionfish","Lines Non-tuna","low","non-destructive",500134,"Large reef assoc. fish (>=90 cm)","pelagic"
"1033","Gempylidae","Snake mackerels","Trawl","high","destructive",400414,"Large benthopelagics (>=90 cm)","demersal"
"1034","Megalaspis cordyla","Torpedo scad","Lines Non-tuna","low","non-destructive",600384,"Medium pelagics (30 - 89 cm)","pelagic"
"1035","Loligo forbesii","Veined Squid","Trawl midwater","high","non-destructive",690595,"Cephalopods","pelagic"
"1036","Seriola","Amberjacks","Gillnet","high","non-destructive",500928,"Large benthopelagics (>=90 cm)","pelagic"
"1037","Homarus gammarus","European lobster","Trawl","high","destructive",690125,"Lobsters, crabs","demersal"
"1038","Clupanodon thrissa","Chinese gizzard shad","Trawl midwater","high","non-destructive",601608,"Small pelagics (<30 cm)","pelagic"
"1039","Cololabis saira","Pacific saury","Seine","high","non-destructive",600303,"Medium pelagics (30 - 89 cm)","pelagic"
"1040","Atherina presbyter","Sand smelt","Purse seine Non-tuna","low","non-destructive",600045,"Small pelagics (<30 cm)","pelagic"
"1041","Scapharca cornea","Half-crenated ark","Dredge","high","destructive",690169,"Other demersal invertebrates","demersal"
"1042","Scatophagus","Scats","Trawl midwater","high","non-destructive",501242,"Medium demersals (30 - 89 cm)","pelagic"
"1043","Pseudotolithus","Croakers","Gillnet","high","non-destructive",503152,"Large demersals (>=90 cm)","demersal"
"1044","Pterygotrigla","Pterygotrigla","Trawl","high","destructive",504943,"Medium demersals (30 - 89 cm)","demersal"
"1045","Oncorhynchus gorbuscha","Pink salmon","Gillnet","high","non-destructive",600240,"Medium demersals (30 - 89 cm)","demersal"
"1046","Rastrelliger brachysoma","Short mackerel","Lines Non-tuna","low","non-destructive",600109,"Medium pelagics (30 - 89 cm)","pelagic"
"1047","Pagellus acarne","Axillary seabream","Trawl","high","destructive",600889,"Medium benthopelagics (30 - 89 cm)","demersal"
"1048","Dussumieria elopsoides","Slender rainbow sardine","Purse seine Non-tuna","low","non-destructive",601454,"Small pelagics (<30 cm)","pelagic"
"1049","Oncorhynchus keta","Chum salmon","Trawl midwater","high","non-destructive",600241,"Large benthopelagics (>=90 cm)","pelagic"
"1050","Menippe mercenaria","Black stone crab","Trawl","high","destructive",690047,"Lobsters, crabs","demersal"
"1051","Zygochlamys patagonica","Patagonean scallop","Other","low","non-destructive",690686,"Other demersal invertebrates","demersal"
"1052","Todarodes pacificus","Japanese flying squid","Gillnet","high","non-destructive",690198,"Cephalopods","pelagic"
"1053","Umbrina cirrosa","Shi drum","Trawl","high","destructive",601306,"Medium demersals (30 - 89 cm)","demersal"
"1054","Paralomis granulosa","Softshell red crab","Trap","high","non-destructive",690370,"Lobsters, crabs","demersal"
"1055","Arripis trutta","Eastern Australian salmon","Trawl midwater","high","non-destructive",605048,"Medium pelagics (30 - 89 cm)","pelagic"
"1056","Arripis georgianus","Australian ruff","Purse seine Non-tuna","low","non-destructive",600392,"Medium pelagics (30 - 89 cm)","pelagic"
"1057","Solen","Razor clams","Dredge","high","destructive",590145,"Other demersal invertebrates","demersal"
"1058","Malacanthidae","Tilefishes","Trawl","high","destructive",400308,"Medium demersals (30 - 89 cm)","demersal"
"1059","Haliporoides triarthrus","Knife shrimp","Trawl","high","destructive",690215,"Shrimps","demersal"
"1060","Pseudopercis semifasciata","Argentinian sandperch","Lines Non-tuna","low","non-destructive",650136,"Medium demersals (30 - 89 cm)","demersal"
"1061","Ilisha elongata","Elongate ilisha","Trap","high","non-destructive",601627,"Medium pelagics (30 - 89 cm)","demersal"
"1062","Lithodes","Lithodes","Trap","high","non-destructive",590070,"Lobsters, crabs","demersal"
"1063","Spratelloides gracilis","Silverstriped round herring","Purse seine Non-tuna","low","non-destructive",601458,"Small pelagics (<30 cm)","pelagic"
"1064","Octopodidae","Octopuses","Lines Non-tuna","low","non-destructive",490012,"Cephalopods","pelagic"
"1065","Acanthurus sohal","Sohal surgeonfish","Trap","high","non-destructive",604740,"Small reef assoc. fish (<30 cm)","demersal"
"1066","Trachurus declivis","Greenback horse mackerel","Purse seine Non-tuna","low","non-destructive",600372,"Medium benthopelagics (30 - 89 cm)","pelagic"
"1067","Gymnothorax","Gymnothorax","Trawl midwater","high","non-destructive",500384,"Large reef assoc. fish (>=90 cm)","pelagic"
"1068","Octopus vulgaris","Common octopus","Trap","high","non-destructive",690088,"Cephalopods","demersal"
"1069","Chimaeriformes","Chimaeras","Other","low","non-destructive",300003,"Large rays (>=90 cm)","pelagic"
"1070","Decapterus russelli","Indian scad","Seine","high","non-destructive",600374,"Medium pelagics (30 - 89 cm)","pelagic"
"1071","Stenodus leucichthys","Inconnu","Purse seine Non-tuna","low","non-destructive",602692,"Large demersals (>=90 cm)","pelagic"
"1072","Serranus","Groupers","Gillnet","high","non-destructive",500901,"Small reef assoc. fish (<30 cm)","pelagic"
"1073","Caesionidae","Fusiliers","Seine","high","non-destructive",400459,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1074","Macroramphosus scolopax","Longspine snipefish","Trawl","high","destructive",600333,"Small demersals (<30 cm)","demersal"
"1075","Pseudochaenichthys georgianus","South Georgia icefish","Trawl","high","destructive",600475,"Medium demersals (30 - 89 cm)","demersal"
"1076","Morone americana","White perch","Lines Non-tuna","low","non-destructive",600355,"Medium demersals (30 - 89 cm)","demersal"
"1077","Pampus argenteus","Silver pomfret","Trawl","high","destructive",600491,"Medium benthopelagics (30 - 89 cm)","demersal"
"1078","Sebastes melanops","Black rockfish","Trawl","high","destructive",603979,"Medium reef assoc. fish (30 - 89 cm)","demersal"
"1079","Scomberomorus niphonius","Japanese Spanish mackerel","Lines Non-tuna","low","non-destructive",600131,"Large pelagics (>=90 cm)","pelagic"
"1080","Dicentrarchus punctatus","Spotted seabass","Seine","high","non-destructive",600394,"Medium pelagics (30 - 89 cm)","pelagic"
"1081","Pteroscion peli","Boe drum","Lines Non-tuna","low","non-destructive",600423,"Medium benthopelagics (30 - 89 cm)","pelagic"
"1082","Diplodus sargus sargus","White seabream","Trawl midwater","high","non-destructive",601753,"Medium demersals (30 - 89 cm)","pelagic"
"1083","Euphausia","Euphausia","Trawl midwater","high","non-destructive",590103,"Krill","pelagic"
"1084","Makaira nigricans","Atlantic blue marlin","Lines Non-tuna","low","non-destructive",600216,"Large pelagics (>=90 cm)","pelagic"
"1085","Palinurus","Spiny lobsters","Trap","high","non-destructive",590082,"Lobsters, crabs","demersal"
"1086","Plotosus","Eel catfishes","Trawl midwater","high","non-destructive",500551,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1087","Atherinidae","Silversides","Trawl","high","destructive",400218,"Small pelagics (<30 cm)","demersal"
"1088","Trichiuridae","Cutlassfishes","Trawl midwater","high","non-destructive",400415,"Large benthopelagics (>=90 cm)","pelagic"
"1089","Trisopterus minutus","Poor cod","Trawl","high","destructive",600481,"Medium benthopelagics (30 - 89 cm)","demersal"
"1090","Cetengraulis mysticetus","Pacific anchoveta","Trawl midwater","high","non-destructive",600548,"Small pelagics (<30 cm)","pelagic"
"1091","Callinectes danae","Dana's swimming crab","Trap","high","non-destructive",690105,"Lobsters, crabs","demersal"
"1092","Squalus acanthias","Piked dogfish","Trawl","high","destructive",600139,"Large sharks (>=90 cm)","demersal"
"1093","Chloroscombrus chrysurus","Atlantic bumper","Seine","high","non-destructive",600385,"Medium pelagics (30 - 89 cm)","pelagic"
"1094","Megalaspis cordyla","Torpedo scad","Seine","high","non-destructive",600384,"Medium pelagics (30 - 89 cm)","pelagic"
"1095","Thunnus","Tuna","Purse seine Tuna","low","non-destructive",501905,"Large pelagics (>=90 cm)","pelagic"
"1096","Scophthalmidae","Turbots","Longline Non-tuna","high","non-destructive",400515,"Small to medium flatfishes (<90 cm)","demersal"
"1097","Epigonus","Cardinalfishes","Gillnet","high","non-destructive",500716,"Large reef assoc. fish (>=90 cm)","pelagic"
"1098","Sebastes mentella","Deepwater redfish","Gillnet","high","non-destructive",600505,"Medium bathypelagics (30 - 89 cm)","pelagic"
"1099","Macrouridae","Grenadiers or rattails","Trawl","high","destructive",400185,"Large bathypelagics (>=90 cm)","demersal"
"1100","Illex illecebrosus","Northern shortfin squid","Lines Non-tuna","low","non-destructive",690271,"Cephalopods","pelagic"
"1101","Scyllaridae","Slipper lobsters","Trawl","high","destructive",490040,"Lobsters, crabs","demersal"
"1102","Crassostrea gigas","Pacific cupped oyster","Dredge","high","destructive",690283,"Other demersal invertebrates","demersal"
"1103","Acetes japonicus","Akiami paste shrimp","Trap","high","non-destructive",690005,"Shrimps","demersal"
"1104","Saurida undosquamis","Brushtooth lizardfish","Trap","high","non-destructive",601055,"Medium demersals (30 - 89 cm)","demersal"
"1105","Opisthonema libertate","Pacific thread herring","Purse seine Non-tuna","low","non-destructive",601484,"Small pelagics (<30 cm)","pelagic"
"1106","Arius thalassinus","Giant seacatfish","Trawl","high","destructive",NA,NA,"demersal"
"1107","Arius thalassinus","Giant seacatfish","Lines Non-tuna","low","non-destructive",NA,NA,"demersal"
"1108","Marine fishes not identified","Pelagic fishes","Trawl","high","destructive",100039,"Medium demersals (30 - 89 cm)","demersal"
"1109","Pomadasys jubelini","Sompat grunt","Trawl midwater","high","non-destructive",604708,"Medium demersals (30 - 89 cm)","pelagic"
"1110","Megalops atlanticus","Tarpon","Trawl midwater","high","non-destructive",601079,"Large pelagics (>=90 cm)","pelagic"
"1111","Alopias","Thresher sharks","Gillnet","high","non-destructive",500639,"Large sharks (>=90 cm)","pelagic"
"1112","Penaeus monodon","Giant tiger prawn","Trap","high","non-destructive",690151,"Shrimps","demersal"
"1113","Sardinella brasiliensis","Brazilian sardinella","Purse seine Non-tuna","low","non-destructive",601505,"Small pelagics (<30 cm)","pelagic"
